Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover,Season,Location,target
-0.3199555302644266,0.1800179819893631,0.050409665358667886,0.9356834273248459,0.35218181857717096,-0.4480827793231007,-0.6165939611716883,3,3,1,1
1.250400614033895,1.3646872695299181,-0.1276887412840616,0.5925251319689603,0.3993333138326926,0.9404749108963383,1.8781014048692686,3,1,1,0
0.6850724020864992,-0.2835482609612889,-0.3948363512481558,-1.123266344810468,0.9628323309028779,0.38505183480856264,0.15100461299475992,0,1,2,3
1.187586368261962,0.6950915852678654,-1.3743775877831679,0.9356834273248459,1.5448827559424436,0.9404749108963383,-1.5760921788797486,0,1,0,3
0.4966296647707006,0.23152534231721333,1.3861477151791388,0.43654408862537586,-1.2053634755194222,-0.7257943173669885,-1.0003932482549125,2,3,2,1
0.8107008936303649,-0.7471145039119409,-1.018180774497709,-0.8113042581232992,0.2911167673445941,-0.4480827793231007,-0.040895030546852146,2,2,1,0
-1.3249834626153523,1.4161946298577686,-0.21673794460542634,1.0604682619997134,-1.1899039688782616,-0.7257943173669885,-0.42469431763007626,2,3,1,2
-1.010912233755688,0.7981063059235658,-0.5729347578908852,1.372430348686882,-1.685381156727347,-0.7257943173669885,-0.6165939611716883,3,3,1,2
-1.010912233755688,0.6950915852678654,-0.5729347578908852,0.43654408862537586,-0.5274641093046724,-1.0035058554108762,-1.5760921788797486,2,3,2,2
0.5594439105426334,0.23152534231721333,-0.1276887412840616,1.715588644042768,0.45344158707674626,1.2181864489402259,0.9186031871612081,0,3,0,3
1.187586368261962,-1.3652028278461437,-1.285328384461803,-1.123266344810468,1.7698185775712871,2.051321063071889,0.9186031871612081,0,0,1,3
-0.4455840218082923,-0.54108506260054,0.22850807200139736,-0.8425004667920161,0.7587668432396042,-0.17037124127921294,0.15100461299475992,3,0,2,0
-1.8274974287908152,0.9011210265792663,1.0299509018936799,0.4677402972940927,-1.5516564242813358,-1.0035058554108762,-1.3841925353381366,2,3,1,2
0.308186927454902,-2.4983647550588484,-1.018180774497709,-1.372836014160203,0.9751999362158011,1.2181864489402259,0.15100461299475992,0,3,0,3
-0.5712125133521581,-1.004651305551192,-0.48388555456952054,-0.1873800847489617,-0.4501665760988865,-0.4480827793231007,1.3024024742444322,3,2,2,0
0.6850724020864992,-2.189320593091747,-0.3948363512481558,-1.2168549708166185,0.7819561032013363,0.38505183480856264,0.9186031871612081,3,1,1,3
0.8735151394022977,-0.9531439452233418,-1.5524759944258975,-0.7801080494545823,0.22541386411967432,-0.17037124127921294,0.15100461299475992,2,0,0,0
1.5016575971216264,-1.2106807468625929,-1.5524759944258975,-1.1544625534791848,1.5100988659998364,1.4958979869841136,0.34290425653637197,0,1,2,3
-0.3827697760363594,1.6737314314970195,0.4956556819654916,0.6237213406376771,0.46271729106144094,0.10734029676467485,1.1105028307028202,0,2,1,3
-1.8274974287908152,-0.12902617997773821,-0.1276887412840616,0.7173099666438277,-1.1388875969624452,-0.7257943173669885,-0.8084936047133005,2,3,2,2
-1.6390546914750166,0.9526283869071165,0.5847048852868563,1.434822766024316,-2.0061659195313655,-0.7257943173669885,-0.8084936047133005,2,3,1,2
0.8735151394022977,-1.7257543501410952,-0.30578714792679107,-1.0608739274730343,0.6204042588012414,1.2181864489402259,1.6862017613276563,0,2,2,3
0.43381541899876774,0.1800179819893631,0.7628032919295857,-0.7177156321171486,0.44493885842410874,-0.7257943173669885,1.4943021177860443,2,2,1,0
1.187586368261962,0.6950915852678654,-0.3948363512481558,1.5284113920304665,0.902540255002367,0.10734029676467485,1.3024024742444322,3,1,2,0
-0.9480979879837552,0.48906214395646447,-1.4634267911045327,1.0292720533309965,-1.8345653958145185,-0.7257943173669885,-0.23279467408846422,3,3,1,2
-0.131512792948628,0.1285106216615129,-0.30578714792679107,0.31175925395050835,0.3011654466613459,-0.4480827793231007,-0.8084936047133005,2,2,2,1
1.3132148598058277,-0.6440997832562404,-0.9291315711763443,-1.2480511794853355,1.1182003726465068,2.051321063071889,1.6862017613276563,3,3,0,3
0.308186927454902,-0.43807034194483957,-0.48388555456952054,-1.5288170575037874,0.918772736975576,0.9404749108963383,0.15100461299475992,3,0,2,3
0.6850724020864992,0.025495901005812453,1.2080493085364095,0.062189584600773326,0.11487839163540432,-1.0035058554108762,-0.8084936047133005,3,3,2,1
0.5594439105426334,0.7981063059235658,-0.3948363512481558,1.403626557355599,-1.1744444622371009,-0.7257943173669885,-1.1922928917965245,2,1,0,1
-1.073726479527621,-0.43807034194483957,1.2970985118577743,0.3429554626192252,-0.8134649821660838,-1.0035058554108762,-1.5760921788797486,2,3,1,2
-0.9480979879837552,1.313179909202068,-1.1962791811404385,0.12458200193820708,-1.6722405760823664,-0.7257943173669885,-0.23279467408846422,2,3,1,2
-0.25714128449249374,1.4161946298577686,2.454738155035516,1.2164493053432979,0.2393274200967207,2.6067441391596646,-1.0003932482549125,2,3,2,1
0.6222581563145663,-0.02601145932203777,-1.1072299778190737,-1.1544625534791848,0.45034968574851764,1.7736095250280015,0.15100461299475992,0,3,1,3
0.9991436309461634,-2.4983647550588484,0.13945886868003263,-1.4352284314976367,1.5881693745376797,0.38505183480856264,0.9186031871612081,0,0,0,3
-0.5083982675802251,1.055643107562817,2.8999841716423393,0.7485061753125446,-0.7802270428875997,-1.0035058554108762,-1.5760921788797486,3,3,2,1
-1.073726479527621,1.8282535124805703,1.742344528464598,1.7779810613802016,-1.1272929669815792,0.9404749108963383,-0.6165939611716883,2,3,2,2
0.4966296647707006,-0.2835482609612889,0.40660647864412686,-0.4681459627674136,0.8507509077544848,-0.17037124127921294,1.1105028307028202,3,0,0,0
0.8107008936303649,-1.6742469898132448,-1.5524759944258975,-1.3416398054914862,0.5972149988395091,2.051321063071889,1.3024024742444322,3,3,1,3
1.0619578767180964,-2.446857394730998,-1.4634267911045327,-1.622405683509938,1.7288508849722226,1.7736095250280015,0.15100461299475992,0,2,2,3
0.5594439105426334,-0.7986218642397911,1.0299509018936799,-0.4057535454299798,0.9736539855516869,-0.17037124127921294,1.3024024742444322,3,3,2,0
1.4388433513496934,-0.2835482609612889,-1.285328384461803,-1.0608739274730343,1.7226670823157477,1.2181864489402259,1.1105028307028202,3,0,2,3
0.11974419013910344,-1.3652028278461437,0.13945886868003263,-1.2792473881540525,1.0161676288148656,2.051321063071889,0.34290425653637197,0,1,2,3
0.1825584359110363,-1.004651305551192,-1.641525197747262,-1.0608739274730343,0.791231807186031,0.38505183480856264,1.1105028307028202,0,2,0,3
0.8735151394022977,-0.18053354030558844,-0.038639537962696854,-1.0608739274730343,0.624269135461536,-0.17037124127921294,0.34290425653637197,3,0,2,0
